Sort ref;LSOA11 Code;LSOA11 Name;LSOA11 Local name;2011 Ward;Multiple Deprivation Score;Multiple Deprivation Rank;Multiple Deprivation % Rank;Multiple Deprivation Decile;Income Deprivation %;Income Deprivation Rank;Income Deprivation % Rank;Income Deprivation Decile;Employment Deprivation %;Employment Deprivation Rank;Employment Deprivation % Rank;Employment Deprivation Decile;Education, Skills and Training Deprivation Score;Education, Skills and Training Deprivation Rank;Education, Skills and Training % Rank;Education, Skills and Training Deprivation Decile;Health Deprivation and Disability Score;Health Deprivation and Disability Rank;Health Deprivation and Disability % Rank;Health Deprivation and Disability Decile;Crime Score;Crime Rank;Crime % Rank;Crime Decile;Barriers to Housing and Services Score;Barriers to Housing and Services Rank;Barriers to Housing and Services % Rank;Barriers to Housing and Services Decile;Living Environment Deprivation Score;Living Environment Deprivation % Rank;Living Environment % Rank;Living Environment Deprivation Decile;Income Deprivation Affecting Children %;Income Deprivation Affecting Children Rank;Income Deprivation Affecting Children % Rank;Income Deprivation Affecting Children Decile;Income Deprivation Affecting Older People %;Income Deprivation Affecting Older People Rank;Income Deprivation Affecting Older People % Rank;Income Deprivation Affecting Older People Decile;Sub-domain Children and Young People Score;Sub-domain Children and Young People Rank;Sub-domain Children and Young People % Rank;Sub-domain Children and Young People Decile;Sub-domain Adult Skills Score;Sub-domain Adult Skills Rank;Sub-domain Adult Skills % Rank;Sub-domain Adult Skills Decile;Sub-domain Geographical Barriers Score;Sub-domain Geographical Barriers Rank;Sub-domain Geographical Barriers % Rank;Sub-domain Geographical Barriers Decile;Sub-domain Wider Barriers Score;Sub-domain Wider Barriers Rank;Sub-domain Wider Barriers % Rank;Sub-domain Wider Barriers Decile;Sub-domain Indoors Environment Score;Sub-domain Indoors Environment Rank;Sub-domain Indoors Environment % Rank;Sub-domain Indoors Environment Decile;Sub-domain Outdoors Environment Score;Sub-domain Outdoors Environment Rank;Sub-domain Outdoors Environment % Rank;Sub-domain Outdoors Environment Decile;geo_shape;geo_point_2d
29;E01014510;Bristol 010A;Memorial Stadium;Bishopston;9.627;24669;75.109609061;8;6.7;24225;73.7577639752;8;6.2;24640;75.021312873;8;1.074;31977;97.3602484472;10;-0.41000000000000003;22043;67.1142369991;7;0.23900000000000002;12865;39.1700158324;4;12.785;25715;78.2943612227;8;30.504;8428;25.6606990622;3;5.9;27163;82.7030812325;9;13.4;18205;55.4286932164;6;-1.234;30852;93.9349652905;10;0.115;31810;96.8517841919;10;-0.99;29633;90.2234806966;10;0.755;11687;35.5833637803;4;0.28800000000000003;12269;37.3553769334;4;1.018;3845;11.7068566557;2;"{""type"": ""Polygon"", ""coordinates"": [[[-2.5821880252, 51.4813110129], [-2.5819210783, 51.481411192], [-2.5816548085, 51.4815103511], [-2.5813717366, 51.481621183], [-2.5811398256, 51.4817283888], [-2.580895973, 51.4818557945], [-2.5806889456, 51.4819948502], [-2.5804368082, 51.482199228], [-2.5802736728999998, 51.4823474798], [-2.5803877055999997, 51.4825340393], [-2.5806838097, 51.482552876], [-2.581031752, 51.4823164623], [-2.5813418358, 51.4821992661], [-2.5815968203, 51.4820944631], [-2.5818401223, 51.4819883328], [-2.5821513588, 51.4819597049], [-2.582411973, 51.4818720281], [-2.5826945255, 51.4817849161], [-2.5830515225, 51.4817222229], [-2.5832150324, 51.4818908292], [-2.5829819707, 51.4819990335], [-2.5827402205, 51.4821092046], [-2.5824580508, 51.4822378021], [-2.5822141217, 51.4823489541], [-2.5819263652, 51.4824800956], [-2.5815569829, 51.4825535198], [-2.5812647285, 51.4826279181], [-2.5810796556, 51.4827960793], [-2.5813757952, 51.4829262209], [-2.5816949806, 51.4829049549], [-2.5819802231, 51.4830409127], [-2.5822356993, 51.4831564269], [-2.5824760446, 51.4832597782], [-2.5827137889, 51.4833646165], [-2.5829460362, 51.4834776011], [-2.583170619, 51.4835936356], [-2.5829901967, 51.4838641909], [-2.5833571651, 51.4840105467], [-2.5832749828, 51.4842107129], [-2.5835494184, 51.4843012142], [-2.5838450255, 51.484398506], [-2.5841390335, 51.4844945282], [-2.5844029042, 51.4845807102], [-2.5847096776000003, 51.4846814958], [-2.5850696068, 51.4848023993], [-2.5853714656999998, 51.4849038011], [-2.5856975018, 51.4849924932], [-2.5855410328, 51.485262573], [-2.5854369192, 51.4855702817], [-2.5858976457000002, 51.485655594], [-2.5857536191, 51.4859953507], [-2.5856419133, 51.4862231083], [-2.5855358679, 51.4865150465], [-2.5854580145, 51.4867075856], [-2.5852192463, 51.4868406484], [-2.584963516, 51.4869831196], [-2.5847323380000002, 51.4871119176], [-2.5844645066, 51.4872611288], [-2.5842298362, 51.4873918583], [-2.5840137984, 51.4875122262], [-2.5837952001, 51.4876329301], [-2.5835455029, 51.487768067], [-2.5832369301, 51.4879350657], [-2.5829435886, 51.4880938146], [-2.5827191613, 51.4882152738], [-2.5824854351, 51.488341751], [-2.5822630811, 51.4884588291], [-2.5822085295, 51.4884491104], [-2.5818853432999997, 51.4883141777], [-2.5816371051, 51.4882105318], [-2.5813967182, 51.4880911021], [-2.5811389865, 51.4879406649], [-2.5809104251, 51.4877814508], [-2.5807139447000003, 51.487636248], [-2.580541941, 51.4874881004], [-2.5803940643, 51.4873333051], [-2.5802510479, 51.4871766963], [-2.5800666254999998, 51.4869394848], [-2.5799490358, 51.486751459], [-2.5798475475, 51.4865758338], [-2.5797543797999998, 51.4864055174], [-2.5796732751, 51.4862221934], [-2.5796251974, 51.4859982168], [-2.5796051728, 51.4858183492], [-2.5795800729, 51.4855925956], [-2.5795486732, 51.4853095427], [-2.5795481993, 51.4853062452], [-2.5795228244, 51.4850360385], [-2.5795133119, 51.4846959067], [-2.5795065064, 51.4844522502], [-2.5795010946, 51.4842594343], [-2.5794945655, 51.4840262068], [-2.5794811664, 51.4837985969], [-2.5794659923000003, 51.4835990856], [-2.5794519725000002, 51.4834145035], [-2.5794529941, 51.483222492], [-2.5794069661, 51.4830144473], [-2.5793137386, 51.4827807669], [-2.5792233921000003, 51.482607298], [-2.5791050111000002, 51.4824102117], [-2.5789559005, 51.4822540808], [-2.5788062585000002, 51.4820979884], [-2.5785938123000003, 51.4819006197], [-2.5782540619, 51.4816539033], [-2.5780031059, 51.4814992177], [-2.5776799321, 51.4813000015], [-2.5774226085, 51.4811413808], [-2.5767547192, 51.4807351555], [-2.5764975725, 51.4805523805], [-2.5765367554000003, 51.4805352566], [-2.5769235231, 51.4804423048], [-2.5775364757, 51.4802949534], [-2.5778607169, 51.480268278], [-2.5783734564, 51.4802451315], [-2.5786940395, 51.4802730778], [-2.5789873596, 51.4803655016], [-2.5791488755, 51.480524916], [-2.5792353857, 51.4807141843], [-2.5794552524, 51.4808314721], [-2.579592869, 51.4810182935], [-2.5797220567, 51.481183082], [-2.5794815331, 51.4813437012], [-2.5791876975, 51.4814941262], [-2.5788665112, 51.4815329468], [-2.578992118, 51.4817868786], [-2.5793974925, 51.4817912777], [-2.579648133, 51.4816776077], [-2.5799988558, 51.481518556], [-2.580253793, 51.4813998731], [-2.5805403857, 51.4812724909], [-2.5808082548, 51.4811461179], [-2.5810598612, 51.4810274227], [-2.5812933871, 51.4809172508], [-2.581629218, 51.4808177834], [-2.5818223376000002, 51.4809533265], [-2.5820334341, 51.4811265088], [-2.5821880252, 51.4813110129]]]}";51.4846733419,-2.58164745301
176;E01014655;Bristol 055C;Stapleton Road;Lawrence Hill;63.425;659;2.00645475582;1;40.5;707;2.1526001705;1;33.7;478;1.4553647546000001;1;52.662;2705;8.23590305687;1;1.096;3732;11.362805992;2;1.053;2964;9.02447935696;1;25.84;10191;31.0284983559;4;55.318;1410;4.29302155645;1;39.7;2942;8.9574960419;1;50.2;800;2.43575691146;1;1.581;792;2.41139934235;1;0.372;8873;27.0155888442;3;-1.2429999999999999;31220;95.0554134697;10;3.313;3269;9.95311167945;1;1.006;4124;12.5563268786;2;1.774;877;2.67019851419;1;"{""type"": ""Polygon"", ""coordinates"": [[[-2.5672953354, 51.4641067619], [-2.5669984872000002, 51.4640665761], [-2.5667087064, 51.4641041419], [-2.5664683604, 51.4639896895], [-2.5662374153, 51.4638763871], [-2.5660864695, 51.4635251573], [-2.5662476851, 51.4633653618], [-2.5663907196, 51.4631963206], [-2.5667392810000003, 51.4631318922], [-2.5670300059, 51.4631651668], [-2.5673989362, 51.4632864946], [-2.5674792268999997, 51.4630751085], [-2.5677880748, 51.4630376463], [-2.5675922944, 51.4627663733], [-2.5683223038, 51.4627816193], [-2.5686563888, 51.4627307608], [-2.5691047753, 51.4628287241], [-2.5694039243, 51.4627397198], [-2.5694911754, 51.4629228059], [-2.5698192565999998, 51.4629146114], [-2.5701632024, 51.4628153527], [-2.5703909767, 51.4626694614], [-2.5706635811, 51.4627629241], [-2.5707479967999998, 51.4629421656], [-2.5709287291000003, 51.4632471803], [-2.5712186612, 51.4632869763], [-2.5714222772, 51.4635774651], [-2.5714700656, 51.4639458885], [-2.5711479731, 51.4641460114], [-2.5711827439, 51.4643401778], [-2.5712725625, 51.4645274761], [-2.5713485869, 51.4647063534], [-2.571459022, 51.464938653], [-2.5716309987, 51.4652435384], [-2.5717822418000003, 51.4654960945], [-2.5716769489, 51.4656811161], [-2.5716679713, 51.4659590458], [-2.5710741804, 51.4656742087], [-2.5708406517, 51.4655677256], [-2.5707637943, 51.4653889599], [-2.5706278602, 51.4651318501], [-2.5703900469, 51.4649666178], [-2.570141125, 51.4651249034], [-2.5701849529, 51.4653357055], [-2.5700872038, 51.4655385823], [-2.5698155408, 51.4656512914], [-2.5699681409, 51.4659233371], [-2.5698569259, 51.4661836636], [-2.5700446438, 51.4663717725], [-2.5699023896, 51.4665580872], [-2.5695087193, 51.466701142], [-2.5691880929, 51.4668073349], [-2.5693403172, 51.4669844317], [-2.5695347735, 51.4672106691], [-2.5696888995, 51.4673899771], [-2.5699038688, 51.4676400768], [-2.5700225016, 51.4680449588], [-2.5697565212, 51.4681238945], [-2.569436629, 51.4682354614], [-2.5691504478000002, 51.4683386365], [-2.5687224265, 51.4685026889], [-2.5684894947, 51.4686093624], [-2.5681627988, 51.4687589934], [-2.5678479938, 51.4689133763], [-2.5674600887, 51.4686194759], [-2.5669255683000003, 51.4681902403], [-2.5667380765, 51.468030404], [-2.5664985659, 51.4678142436], [-2.5663889242, 51.4677096166], [-2.5662274566, 51.4675468213], [-2.5659988285, 51.4673057724], [-2.5658593037, 51.4671476722], [-2.56564805, 51.4668852377], [-2.5664042286, 51.4667451112], [-2.5662625688, 51.4665517567], [-2.5666363534, 51.4664598363], [-2.5669260902, 51.466367593], [-2.5672236821, 51.466277361], [-2.5671061904, 51.4660979264], [-2.5667552139, 51.4661283972], [-2.5665289129, 51.4662560932], [-2.5662843358, 51.4661554091], [-2.5661729269, 51.4659844233], [-2.5660935776000002, 51.4658087687], [-2.5659501554, 51.4656099194], [-2.5659348399, 51.4654250808], [-2.5659308506, 51.4652434785], [-2.5657660805, 51.4650700524], [-2.5659109004, 51.4648900065], [-2.5661757105, 51.4647465881], [-2.5664299944, 51.4646088578], [-2.5666763739, 51.4644804175], [-2.5669364101000003, 51.4643436114], [-2.567178854, 51.4642277054], [-2.5672953354, 51.4641067619]]]}";51.4654486062,-2.56850011172
195;E01014669;Bristol 020D;Redland Court Road;Redland;9.111;25302;77.0369017172;8;3.4;30987;94.3459992693;10;4.4;29215;88.9507977104;9;0.23500000000000001;32744;99.6955303861;10;-0.432;22332;67.9941541834;7;-0.278;20739;63.1439532335;7;20.749;15859;48.2858360736;5;44.007;3570;10.8695652174;2;2.8;31503;95.9170624772;10;7.2;27367;83.3241992449;9;-1.639;32263;98.2310315431;10;0.057;32752;99.7198879552;10;-0.125;17967;54.7040555353;6;1.2610000000000001;9477;28.8545853124;3;0.9540000000000001;4514;13.7437583729;2;0.936;4417;13.4484228474;2;"{""type"": ""Polygon"", ""coordinates"": [[[-2.6076969772, 51.471552279], [-2.6074127662, 51.4716818017], [-2.6067816038, 51.4715911172], [-2.6064223792, 51.4716044855], [-2.6060762994999997, 51.4716037578], [-2.6057882523, 51.4715962552], [-2.6050712463, 51.4718136983], [-2.6047613933, 51.4719068949], [-2.6041533592, 51.4720812488], [-2.6038086749, 51.4719847734], [-2.6035650358, 51.4721796447], [-2.6036078766, 51.4723732744], [-2.6038496144, 51.4725423486], [-2.6040465023, 51.4727112218], [-2.6041827940999998, 51.4728726742], [-2.604397492, 51.4731230179], [-2.6045748207, 51.4733933715], [-2.6046523677, 51.473625216], [-2.6046944679, 51.4738048492], [-2.6039310461, 51.4742566393], [-2.6030939219, 51.4741422599], [-2.6023985183000002, 51.4740362729], [-2.6022102523, 51.4738704548], [-2.6020184368, 51.4737072442], [-2.6018643416, 51.4735459257], [-2.6014819443, 51.4734014061], [-2.6009935288, 51.4732069319], [-2.600657308, 51.4731191707], [-2.6003580839, 51.473049508], [-2.5999823472, 51.4730124892], [-2.5996163149, 51.4730193615], [-2.5992489996, 51.4731656182], [-2.5987669113000003, 51.4731312161], [-2.5981797967, 51.4732897866], [-2.5977770442, 51.4734902232], [-2.5974789286, 51.4736440341], [-2.597268755, 51.4733262176], [-2.5969820744, 51.472998477], [-2.5967721712, 51.472831034], [-2.5968508949, 51.4726565285], [-2.5971502035, 51.47250069], [-2.5969293038, 51.4723311543], [-2.5966168073, 51.4720942337], [-2.5966421871, 51.4718921079], [-2.5969790477, 51.47177325], [-2.5971351874, 51.4716144719], [-2.5974727954, 51.4715453504], [-2.5976502267, 51.4713425571], [-2.5979159773, 51.4712603852], [-2.5981041716, 51.4711112882], [-2.5984449093, 51.4710616687], [-2.5981189662, 51.4708280127], [-2.5978825915, 51.4706736906], [-2.5976537603, 51.4704696418], [-2.5979870319, 51.47033715], [-2.5982747986, 51.470261213], [-2.5985497237, 51.4701853858], [-2.5987727018999998, 51.470006078], [-2.5987120843, 51.4697164079], [-2.5989939623, 51.4696265442], [-2.5992822701, 51.469685719], [-2.5996096198, 51.4697600421], [-2.5999101786, 51.4698289176], [-2.6004837909000003, 51.4699231529], [-2.6008071614, 51.4699408908], [-2.6011419315, 51.469933213], [-2.6014439441, 51.4699470843], [-2.6019761069, 51.4699960723], [-2.6023389417000002, 51.4700346707], [-2.6026547371, 51.4700586646], [-2.6030371607, 51.4700803997], [-2.6034381678000003, 51.4700975241], [-2.6037317818, 51.4701054084], [-2.6040955118999998, 51.4701167881], [-2.6044837775, 51.4701414646], [-2.6050927469, 51.4702345419], [-2.6053599519, 51.4703159031], [-2.6056260317, 51.4703970268], [-2.6058995812, 51.4704996282], [-2.6062995825, 51.4707304159], [-2.6064675362000003, 51.4709103595], [-2.6066046104, 51.471068694], [-2.6068036668, 51.4712639868], [-2.607049578, 51.4713739309], [-2.6073226707, 51.47144471], [-2.6076969772, 51.471552279]]]}";51.4717518766,-2.60150738692
231;E01014704;Bristol 049C;Woodleigh Gardens;Stockwood;22.47;12416;37.8029472659;4;17.5;10190;31.0254536597;4;12.5;11925;36.3080014615;4;27.191;9799;29.8349774692;3;-0.034;16603;50.5510900012;6;0.732;6035;18.3747412008;2;19.897;16955;51.6228230423;6;10.963;22494;68.487394958;7;31.1;6138;18.6883449032;2;11.4;20629;62.8090366581;7;0.444;9502;28.9307027159;3;0.358;10050;30.5991962002;4;-0.113;17769;54.1012056997;6;1.048;10355;31.5278285227;4;-0.302;20858;63.506272074;7;-0.187;19027;57.9314334429;6;"{""type"": ""Polygon"", ""coordinates"": [[[-2.553302217, 51.4139050837], [-2.5535580776, 51.413596584], [-2.5539668091000003, 51.4135708152], [-2.5540343091, 51.4133928202], [-2.553964831, 51.4132169565], [-2.5540714643999998, 51.4130361239], [-2.5544623349, 51.4130319819], [-2.5545024475, 51.4127749803], [-2.5545668698, 51.4125948326], [-2.5547879705, 51.412398711], [-2.5550760748, 51.4122726765], [-2.5553521, 51.4120778942], [-2.5554496392, 51.4118758111], [-2.5554263859, 51.4116347821], [-2.5553863926, 51.411402932], [-2.5553664311, 51.4112139763], [-2.5549224393000003, 51.4111865334], [-2.5546874986, 51.4110524918], [-2.5547643950000003, 51.4108376399], [-2.5548429531, 51.4106555907], [-2.5550882875000003, 51.4105332654], [-2.5549137993, 51.4103722415], [-2.554760617, 51.4101622376], [-2.5558310805, 51.4099112139], [-2.5563291121000002, 51.4096051105], [-2.5563231364, 51.4098092504], [-2.5563149585, 51.4100913497], [-2.5562907497, 51.4103344293], [-2.5562718227, 51.4105246576], [-2.5562038763, 51.4107500962], [-2.5561699714, 51.4109288682], [-2.5561415997, 51.4111252287], [-2.5563461606, 51.4113158795], [-2.5569310928, 51.41132211], [-2.5572409668000002, 51.411333135], [-2.5576025491000003, 51.4113278898], [-2.5579108958, 51.4113221059], [-2.5582095786, 51.4112973137], [-2.5587782553, 51.4112404098], [-2.558810924, 51.4112357761], [-2.5587818798, 51.4114975191], [-2.558795441, 51.4117900801], [-2.5588383666, 51.4119756078], [-2.5589498077, 51.4121470603], [-2.5590989299, 51.4123156264], [-2.5592478972, 51.4124725937], [-2.5594446632, 51.4127604675], [-2.5595078016, 51.4129618677], [-2.5595808196, 51.4131951051], [-2.5596561257, 51.413435489], [-2.5597162982, 51.413698802], [-2.5597188247, 51.4139055988], [-2.5597935898, 51.4142510081], [-2.5598083342, 51.4144315088], [-2.5598142516999998, 51.4146415804], [-2.5598339621, 51.414821302], [-2.5598549168, 51.4150157551], [-2.5598731346, 51.4152156792], [-2.5599079601, 51.4154837618], [-2.5599492863, 51.4156766069], [-2.5599915821, 51.4158758044], [-2.5600356946, 51.4161118232], [-2.5600833551999997, 51.4163322155], [-2.5601314703, 51.4165556357], [-2.5601618048, 51.4167349468], [-2.5602109361, 51.4169202733], [-2.5602651339999998, 51.4170977348], [-2.5603390108, 51.4173638681], [-2.5596089181, 51.4173941348], [-2.5593175482, 51.4174062622], [-2.5589422161, 51.4176273696], [-2.5588083547, 51.4177905149], [-2.55853984, 51.4179459487], [-2.5582935321, 51.4181242139], [-2.5580523561, 51.4182611553], [-2.5576112903, 51.4182967133], [-2.5571176951, 51.4182545436], [-2.5567687343000003, 51.4183112225], [-2.5565252942, 51.4184196949], [-2.5562237027, 51.4184705633], [-2.5558444278, 51.4185417251], [-2.5559291837, 51.4187309846], [-2.5562634383000002, 51.4188212302], [-2.5559104060999998, 51.4189303564], [-2.5555846972, 51.4189767518], [-2.5552774208, 51.4190205234], [-2.5553496909, 51.419362656], [-2.5553990022, 51.419559448], [-2.5548531144, 51.4196069928], [-2.5545517691, 51.4196623696], [-2.5541493612, 51.4197635867], [-2.5537498945, 51.4198203606], [-2.5534760781, 51.4199012397], [-2.5533921862, 51.420099453], [-2.5533254468, 51.4203116481], [-2.5532761483, 51.4201104763], [-2.5530615959, 51.4199104173], [-2.5527224871, 51.4197910615], [-2.5526815819, 51.4196082647], [-2.5527295201999998, 51.4193811695], [-2.5527626875, 51.4191623084], [-2.5527950209, 51.4189828078], [-2.552824115, 51.4187970732], [-2.5527891776000002, 51.4185987287], [-2.5526611046000003, 51.4183199523], [-2.5522410551, 51.4184959669], [-2.5521293643, 51.4183173341], [-2.5521355360999998, 51.4181362035], [-2.5521441203, 51.4178843959], [-2.5521523814, 51.4176415816], [-2.5521620528, 51.4173582979], [-2.5521750442, 51.4170832171], [-2.5521866234, 51.4168973853], [-2.5517293425, 51.4167416726], [-2.5517844928, 51.4164923792], [-2.5518541302999997, 51.416299782], [-2.5519463313, 51.4160918375], [-2.5520553237, 51.4158907645], [-2.5521598875000002, 51.4156993423], [-2.5522634027, 51.4155128613], [-2.5523762478, 51.4153095488], [-2.5524299723, 51.4151320424], [-2.5525216679, 51.4149541321], [-2.5526195593, 51.4147642155], [-2.5527175481, 51.4145741006], [-2.5528082013, 51.4143981731], [-2.5528992621, 51.4142215243], [-2.5529883849, 51.4140499558], [-2.5532425905, 51.4139149504], [-2.553302217, 51.4139050837]]]}";51.4153608083,-2.55604561486
106;E01014584;Bristol 045E;Glyn Vale;Filwood;51.328;1994;6.07112410181;1;32.0;2634;8.01972963098;1;24.9;2517;7.66350018268;1;85.259;148;0.45061502861999997;1;0.986;4504;13.7133114115;2;0.646;7058;21.4894653514;3;22.417;13879;42.2573377177;5;31.456;8030;24.4489099988;3;41.0;2562;7.80051150895;1;32.7;4729;14.3983680429;2;1.7269999999999999;477;1.45232005846;1;0.587;307;0.934721714773;1;-0.532;24619;74.957374254;8;2.278;5864;17.854098161;2;0.653;7509;22.8626233102;3;0.466;9230;28.102545366;3;"{""type"": ""Polygon"", ""coordinates"": [[[-2.5963193336, 51.4290326659], [-2.5962277098, 51.4291753446], [-2.5963085095, 51.429363453], [-2.5959531575, 51.4295275787], [-2.595690556, 51.429648863], [-2.5953988862, 51.4298622433], [-2.5951275671, 51.4300722645], [-2.5949145557, 51.4302376871], [-2.5947355575, 51.4304271333], [-2.5946724908, 51.430606136], [-2.594613963, 51.4307913199], [-2.5944732035999998, 51.4309714001], [-2.5943549132, 51.4311460341], [-2.5940781012, 51.4313061768], [-2.5936124791, 51.4314335029], [-2.5932893596, 51.4312840432], [-2.5930439416, 51.4314172653], [-2.5928236024, 51.4315610692], [-2.5925281032000003, 51.431701701], [-2.592295107, 51.4318169563], [-2.5920032839, 51.4319451147], [-2.59168382, 51.4319225587], [-2.5910883419, 51.4320261268], [-2.5905730605, 51.4320976102], [-2.5902155293, 51.4321628658], [-2.5900332696, 51.4318635697], [-2.589743794, 51.4311459357], [-2.5895832147, 51.4309166737], [-2.5892506183, 51.4309862878], [-2.5889267796, 51.4310345287], [-2.5886194396, 51.431074953], [-2.5883193955, 51.4311447516], [-2.5878551739, 51.4312433463], [-2.5878265334, 51.4310248214], [-2.5875344168, 51.4301016275], [-2.5879703422, 51.4300731492], [-2.5882759229, 51.4300563656], [-2.5885884891, 51.4300391954], [-2.5888831018, 51.4300230138], [-2.5892289072, 51.4299732329], [-2.589556935, 51.4298498806], [-2.5897363897, 51.4297055693], [-2.5899305513, 51.4295182843], [-2.590139814, 51.4293164374], [-2.5899559893, 51.4291258403], [-2.5897962565, 51.4289316689], [-2.589541459, 51.4291316492], [-2.5892876208, 51.4290419842], [-2.589484933, 51.4288536951], [-2.5896492356, 51.4286969167], [-2.5898454795, 51.4285096754], [-2.5900129337999998, 51.4283498684], [-2.5901230955, 51.4281431074], [-2.5900496198000003, 51.4279686882], [-2.5898737315, 51.4278052868], [-2.5896947528, 51.4276452995], [-2.5895227583000002, 51.4274925511], [-2.5893261348000003, 51.4273226083], [-2.5890902702, 51.427118757], [-2.5895374301, 51.4272065957], [-2.5898074218, 51.4271184133], [-2.5899640771, 51.4268397547], [-2.5903851459, 51.4268417881], [-2.5906849572, 51.4268444582], [-2.5909664125000003, 51.4268000857], [-2.5911912407, 51.4266755318], [-2.5914478796, 51.4265016862], [-2.5914824158, 51.4263069768], [-2.591661182, 51.426103114], [-2.5921823245, 51.4260531042], [-2.5924268853, 51.4261558208], [-2.5926704313, 51.4262567257], [-2.5929136745, 51.4263574878], [-2.5932178568, 51.4264835132], [-2.5935301706000002, 51.426585381], [-2.5938446958, 51.426687974000004], [-2.5941336269, 51.4267822168], [-2.5936018366, 51.4266637311], [-2.5933263842, 51.4265761356], [-2.5931525337, 51.4269491995], [-2.5934424696000002, 51.4270787853], [-2.5936920581000003, 51.4271903396], [-2.5939398393, 51.4273010843], [-2.5941745995, 51.4274114359], [-2.5944275685, 51.4275138809], [-2.5946827484, 51.4276258813], [-2.5949094244, 51.4277547414], [-2.5950268222, 51.42793397], [-2.5950147762, 51.4281138738], [-2.5952773244, 51.428344193], [-2.5951783624, 51.4285266604], [-2.5953673273, 51.428678559], [-2.5956277406, 51.4287941274], [-2.5958890273, 51.4287103362], [-2.5963193336, 51.4290326659]]]}";51.4292843606,-2.59206533747
