LSOA code;LSOA name;LSOA local name;2016 Ward code;2016 Ward;Index of Multiple Deprivation Score;Index of Multiple Deprivation Rank;Index of Multiple Deprivation % Rank;Income Deprivation Score (%);Income Deprivation Rank;Income Deprivation % Rank;Employment Deprivation Score (%);Employment Deprivation Rank;Employment Deprivation % Rank;Education, Skills and Training Score;Education, Skills and Training Rank;Education, Skills and Training % Rank;Health Deprivation and Disability Score;Health Deprivation and Disability Rank;Health Deprivation and Disability % Rank;Crime Score;Crime Rank;Crime % Rank;Barriers to Housing and Services Score;Barriers to Housing and Services Rank;Barriers to Housing and Services % Rank;Living Environment Deprivation Score;Living Environment Deprivation Rank;Living Environment Deprivation % Rank;Income Deprivation Affecting Children Index Score (%);Income Deprivation Affecting Children Index (IDACI) Rank;Income Deprivation Affecting Children Index (IDACI) % Rank;Income Deprivation Affecting Older People Score (%);Income Deprivation Affecting Older People (IDAOPI) Rank;Income Deprivation Affecting Older People (IDAOPI) % Rank;Sub-domain Children and Young People Score;Sub-domain Children and Young People Rank;Sub-domain Children and Young People % Rank;Sub-domain Adult Skills Score;Sub-domain Adult Skills Rank;Sub-domain Adult Skills % Rank;Sub-domain Geographical Barriers Score;Sub-domain Geographical Barriers Rank;Sub-domain Geographical Barriers % Rank;Sub-domain Wider Barriers Score;Sub-domain Wider Barriers Rank;Sub-domain Wider Barriers % Rank;Sub-domain Indoors Score;Sub-domain Indoors Rank;Sub-domain Indoors % Rank;Sub-domain Outdoors Score;Sub-domain Outdoors Rank;Sub-domain Outdoors % Rank;Total population: mid 2015;Dependent Children aged 0-15: mid 2015;Population aged 16-59: mid 2015;Older population aged 60 and over: mid 2015;Working age population 18-59/64: mid 2015;geo_shape;geo_point_2d
E01014513;Bristol 016F;St Bonaventures;E05010909;Redland;5.85;29628;90.2;3.1;30683;93.4;2.9;30878;94.0;0.398;32611;99.3;-0.855;27540;83.9;0.322;11617;35.4;10.198;28411;86.5;25.026;11769;35.8;1.5;32337;98.5;7.5;24264;73.9;-1.512;31986;97.4;0.077;32565;99.2;-0.145;18248;55.6;-1.614;23993;73.1;0.613;7786;23.7;-0.306;20437;62.2;1608;407;912;289;927;"{""type"": ""Polygon"", ""coordinates"": [[[-2.5960628986, 51.4778590379], [-2.5958306411, 51.4777488846], [-2.5954606975, 51.4776961134], [-2.5951527927, 51.4776979738], [-2.5948936793, 51.4776118277], [-2.5948233836, 51.4773087627], [-2.5949338371, 51.4770430486], [-2.5950065474, 51.476860132], [-2.5951123754, 51.4765799378], [-2.5952573093, 51.4761095522], [-2.595289236, 51.4761143264], [-2.5956144491, 51.4761641874], [-2.5958942864, 51.4762069769], [-2.5961757113, 51.4762500094], [-2.5965438614, 51.4763063122], [-2.5968585866, 51.4763544427], [-2.5971762992, 51.4764030337], [-2.5975091354, 51.4764453336], [-2.5978328755, 51.47647358], [-2.5981348232, 51.4764968745], [-2.5986675279, 51.4765333136], [-2.5990338801, 51.4766574774], [-2.5990328345, 51.477063337], [-2.5990366517, 51.47729638], [-2.5991214868, 51.4774750773], [-2.59931398, 51.4776818714], [-2.5994574308, 51.4778732975], [-2.5995321583, 51.4780474515], [-2.5995595097, 51.4782576523], [-2.5995577595, 51.4785084461], [-2.5995560983, 51.4787451587], [-2.5995548093, 51.4789268227], [-2.5995533313, 51.4791390861], [-2.5995520033, 51.4793276559], [-2.5995473037, 51.4795094902], [-2.5995230179, 51.4797076095], [-2.599471673, 51.4800417753], [-2.5994036686, 51.480385989], [-2.5993731255, 51.4806253398], [-2.5993654357, 51.4808142028], [-2.5993951792, 51.4810002938], [-2.5996238665, 51.481243615], [-2.5998165856, 51.4814486716], [-2.5999739635, 51.4816161261], [-2.600204205, 51.4818610836], [-2.6003913652, 51.4820602423], [-2.600621217, 51.4823047963], [-2.6009215559, 51.4826243472], [-2.6004487548, 51.4828101806], [-2.6001355326, 51.4829328294], [-2.5998781716, 51.4830171841], [-2.599607969, 51.4831677821], [-2.5993831485, 51.4833155488], [-2.5991020693, 51.4835166531], [-2.5988884424, 51.4836704669], [-2.598698546, 51.4838175864], [-2.5984636866, 51.483937133], [-2.5982050662, 51.4840337639], [-2.5979379606, 51.4841335666], [-2.5975812544, 51.4842668517], [-2.5972995029, 51.4843602716], [-2.5970762188, 51.4844756383], [-2.5968578196, 51.4845979212], [-2.5966248634, 51.48474148], [-2.5964028801, 51.4848927872], [-2.5961452798, 51.4850683546], [-2.5957920789, 51.4853090748], [-2.5955734302, 51.4854580886], [-2.5953277743, 51.4856146572], [-2.5950162701, 51.4857655801], [-2.5945893775, 51.485911099], [-2.5942696244, 51.486007258], [-2.5939793506, 51.4860945449], [-2.5934442335, 51.486255462], [-2.5930488464, 51.4864067863], [-2.5926092759, 51.486627334], [-2.5921688112, 51.4868814502], [-2.5919469329, 51.4870094511], [-2.591748665, 51.4871412707], [-2.5915148943, 51.4873020153], [-2.5914276612, 51.4872042312], [-2.5912860728, 51.4869794544], [-2.5915739254, 51.4869590748], [-2.5916646941, 51.4867393029], [-2.5915115517, 51.4865309133], [-2.591848049, 51.4860110744], [-2.5921593126, 51.4857161698], [-2.5924402776, 51.4854784332], [-2.5925693288, 51.4852738606], [-2.592735236, 51.4850484568], [-2.5921404749, 51.4841268478], [-2.5919754209, 51.4838177501], [-2.5919074722, 51.4836039853], [-2.5921853355, 51.4835378695], [-2.5923800587, 51.4833938563], [-2.592557776, 51.4832467458], [-2.592924288, 51.4833004337], [-2.5931791568, 51.4834057397], [-2.5934470577, 51.4835164281], [-2.5937398113, 51.4834970434], [-2.5940687206, 51.4833908408], [-2.5942801711, 51.4829821439], [-2.5945801471, 51.4829979406], [-2.5948912523, 51.4829272169], [-2.5951796189, 51.4828521749], [-2.5948538445, 51.4827384753], [-2.5945513098, 51.4826365707], [-2.5942646726, 51.4825400247], [-2.5939516974, 51.4824346018], [-2.5936386502, 51.4823279556], [-2.593363383, 51.4822328244], [-2.5931084928, 51.4821320507], [-2.5934808171, 51.4817567902], [-2.5937389592, 51.4816745586], [-2.5940692966, 51.4815385325], [-2.5945648991, 51.4813344372], [-2.5941826762, 51.4810836213], [-2.5938599725, 51.4808748171], [-2.594040944, 51.4804761926], [-2.5940081675, 51.480286591], [-2.5938996336, 51.4800826718], [-2.5941460636, 51.4799598566], [-2.5944071189, 51.4798489345], [-2.5948148906, 51.4798594724], [-2.5953963064, 51.4799989208], [-2.5957342238, 51.4799419596], [-2.5960703996, 51.4800684169], [-2.5965164592, 51.4801724107], [-2.5966479631, 51.4799166767], [-2.5964709105, 51.4796239209], [-2.5963673336, 51.4794551899], [-2.5960106102, 51.4794522026], [-2.5957535013, 51.4793638543], [-2.5955431887, 51.4792287901], [-2.5954976614, 51.4790445856], [-2.5954663128, 51.4788334421], [-2.5954419173, 51.4786420269], [-2.5956126861, 51.4784865217], [-2.5955502301, 51.4781136874], [-2.5958358021, 51.4781525365], [-2.5960628986, 51.4778590379]]]}";51.4814956042,-2.59639511416
E01014522;Bristol 050D;Highridge;E05010889;Bishopsworth;40.799;4031;12.3;23.1;4919;15.0;17.7;4467;13.6;61.006;1627;5.0;0.878;5233;15.9;1.028;3311;10.1;24.365;11760;35.8;7.761;26444;80.5;31.0;3982;12.1;22.3;8482;25.8;1.453;1171;3.6;0.474;3007;9.2;-0.269;20391;62.1;2.343;5962;18.2;-0.398;22530;68.6;-0.603;24966;76.0;1800;464;1004;332;1009;"{""type"": ""Polygon"", ""coordinates"": [[[-2.6220963664, 51.4145963503], [-2.6217199866, 51.41429566], [-2.6213969751, 51.4144424819], [-2.621122521, 51.4145670247], [-2.6208827941, 51.4146758182], [-2.6206489542, 51.4147819365], [-2.6203703515, 51.4149083698], [-2.6201313096, 51.4150085351], [-2.6198516715, 51.4150820295], [-2.6194490705, 51.4150841587], [-2.6194182616, 51.4148145163], [-2.61962695, 51.4146867826], [-2.6198535494, 51.4145321404], [-2.620105464, 51.414373911], [-2.6193706948, 51.4140338735], [-2.619625902, 51.413838483], [-2.6198616921, 51.4136832616], [-2.6200517955, 51.4135469754], [-2.620244091, 51.4133910753], [-2.6203956995, 51.413234626], [-2.6204886089, 51.4128783499], [-2.621144722, 51.4131807624], [-2.6213173624, 51.4130359167], [-2.6214708486, 51.412739464], [-2.6217906464, 51.4126756435], [-2.6219230461, 51.4125124425], [-2.6222733374, 51.4124739053], [-2.6225350041, 51.4125491157], [-2.6227930394, 51.4126860819], [-2.6229256, 51.4128871513], [-2.6232671033, 51.4132161134], [-2.6235949267, 51.4132157807], [-2.6239196472, 51.4131491408], [-2.6241565352, 51.4130135608], [-2.6242066421, 51.4127958652], [-2.624382526, 51.4125374322], [-2.6246473003, 51.4124469039], [-2.6247044798, 51.4121153982], [-2.6251016847, 51.41210962], [-2.6256084478, 51.4121022574], [-2.6258688529, 51.4122995926], [-2.6254937785, 51.4126152447], [-2.6258006158, 51.4127736498], [-2.6260027847, 51.4130978811], [-2.6265147325, 51.4128831739], [-2.6268894959, 51.4126271173], [-2.6271313885, 51.4124745641], [-2.6274155091, 51.4125067619], [-2.62775885, 51.412509095], [-2.628242918, 51.4125387896], [-2.6288187938, 51.4130240944], [-2.6305413133, 51.4133700907], [-2.6304292497, 51.4136130476], [-2.630194322, 51.4137823486], [-2.6300458743, 51.413966632], [-2.6299550989, 51.4141622673], [-2.6299778976, 51.4143499907], [-2.6297830815, 51.4147241942], [-2.6293265052, 51.4147275107], [-2.6290407772, 51.4149479933], [-2.6289483877, 51.415222377], [-2.6289228435, 51.4154125809], [-2.6288408533, 51.4156464189], [-2.6287954736, 51.4158645587], [-2.629069393, 51.416039218], [-2.6290640553, 51.4163552784], [-2.6288768222, 51.4165843223], [-2.6286867602, 51.416728913], [-2.6282828644, 51.4166890432], [-2.6279564925, 51.4166963767], [-2.6276077458, 51.4167877398], [-2.6273042543, 51.416938061], [-2.6272828282, 51.4171386729], [-2.6272921162, 51.4173454325], [-2.627299211, 51.4176094001], [-2.6270820971, 51.4179299389], [-2.6273662892, 51.4183082364], [-2.6275045058, 51.4184859547], [-2.6272274535, 51.4185494359], [-2.6269412624, 51.41865029], [-2.6266519728, 51.418668751], [-2.6263688101, 51.4186220785], [-2.6260080435, 51.4186949242], [-2.625758993, 51.4188388271], [-2.6254594501, 51.4188131906], [-2.6250753181, 51.4187927163], [-2.6247512046, 51.4187695918], [-2.6244507937, 51.4186854843], [-2.6241344676, 51.418419019], [-2.6244239286, 51.4183382688], [-2.6243675415, 51.4180111632], [-2.6243828498, 51.4177911984], [-2.6238395736, 51.4178844319], [-2.6237362536, 51.417632315], [-2.6236221732, 51.4174178495], [-2.6235334496, 51.4172384875], [-2.6233707014, 51.4170266816], [-2.6229526978, 51.4172710605], [-2.6225471025, 51.4173124471], [-2.6222991671, 51.4170856176], [-2.6221654431, 51.4169044165], [-2.622420121, 51.4166581477], [-2.6219537234, 51.4163218797], [-2.6220923193, 51.4159513418], [-2.6218026673, 51.4158000203], [-2.6215130171, 51.415648698], [-2.6213002697, 51.4155216046], [-2.6210747513, 51.4153656521], [-2.6207889877, 51.4152556333], [-2.6210880231, 51.4151863499], [-2.6213709505, 51.4150003039], [-2.6215826421, 51.4148610953], [-2.6218599448, 51.4147048405], [-2.6220963664, 51.4145963503]]]}";51.415095384,-2.62516803218
E01014538;Bristol 032A;Woodland Road;E05010892;Central;11.729;22489;68.5;2.0;32245;98.2;1.3;32675;99.5;3.128;29586;90.1;0.108;14391;43.8;-0.037;17246;52.5;29.892;7043;21.4;40.266;4179;12.7;2.1;31784;96.8;12.5;16794;51.1;-0.586;25049;76.3;0.066;32678;99.5;-1.284;31413;95.6;4.168;2155;6.6;1.162;2690;8.2;-0.245;19396;59.1;1957;81;1781;95;1790;"{""type"": ""Polygon"", ""coordinates"": [[[-2.6081775768, 51.458914064], [-2.6078639295, 51.4589161766], [-2.6074013673, 51.458919303], [-2.6071120198, 51.4588674817], [-2.6067637888, 51.4588568136], [-2.6064135733, 51.4589407288], [-2.6060464757, 51.459034612], [-2.6057551839, 51.4591652288], [-2.6054815433, 51.4592963202], [-2.60546314, 51.4595522993], [-2.605889472, 51.4595626935], [-2.6062680929, 51.4594647498], [-2.6065385974, 51.4593946632], [-2.6068847525, 51.459304978], [-2.607041533, 51.4597208207], [-2.6077175087, 51.4597798276], [-2.6080275299, 51.459848822], [-2.6086978035, 51.4598111568], [-2.6086817426, 51.460008193], [-2.6086448066, 51.4602871346], [-2.608616346, 51.4605020926], [-2.6085571278, 51.4610212356], [-2.6085460242, 51.4614719181], [-2.6085814639, 51.4617684041], [-2.6086656488, 51.4619766089], [-2.6086856983, 51.4620294655], [-2.6081600986, 51.4622056515], [-2.6079578357, 51.4623643242], [-2.6077014569, 51.4624521712], [-2.6074402144, 51.4625532246], [-2.6071784126, 51.4626534352], [-2.6068949312, 51.4627742403], [-2.6066482757, 51.4628781297], [-2.6063427486, 51.4627347565], [-2.6060347989, 51.4626006835], [-2.6056991673, 51.4624924687], [-2.6050654481, 51.4624663212], [-2.6045912112, 51.4624351037], [-2.604151481, 51.4624018902], [-2.6038606238, 51.4623799298], [-2.603573859, 51.4623582714], [-2.6029675504, 51.4623376182], [-2.6023551347, 51.462357069], [-2.601990045, 51.4623853081], [-2.6016605452, 51.4624108008], [-2.6012968638, 51.4624389227], [-2.6009962832, 51.4624656229], [-2.6006917199, 51.4624959844], [-2.6003587302, 51.4625561991], [-2.5999814274, 51.4626302349], [-2.5998232854, 51.4623610886], [-2.600078652, 51.4622520347], [-2.6003861333, 51.4620558812], [-2.6004038842, 51.4618729724], [-2.600687814, 51.4616977543], [-2.6009642249, 51.4617523552], [-2.6012216532, 51.4615772267], [-2.6018416029, 51.4613981777], [-2.6015906686, 51.4612646184], [-2.6015269053, 51.4610820558], [-2.6015771426, 51.4608239359], [-2.6013951429, 51.4605052262], [-2.6012707926, 51.4603343128], [-2.6009309081, 51.4603636782], [-2.6006764524, 51.4604589362], [-2.600434954, 51.4605698356], [-2.6001403876, 51.4606656575], [-2.599771558, 51.4606360837], [-2.5997502931, 51.4606159434], [-2.6002305876, 51.4603931267], [-2.6005295109, 51.460266423], [-2.6007735093, 51.4601629916], [-2.601158711, 51.4600388741], [-2.6010697549, 51.4598415144], [-2.6009375035, 51.4596353849], [-2.6011160114, 51.4594392071], [-2.6015610958, 51.4592908814], [-2.6020774005, 51.4591188279], [-2.6024117754, 51.4590073937], [-2.6026985581, 51.4589249946], [-2.6036204706, 51.4586349456], [-2.6037275733, 51.4583712087], [-2.6037965675, 51.4581460623], [-2.6040098381, 51.4579471473], [-2.6042816253, 51.4578198634], [-2.604524627, 51.4576927273], [-2.6048813221, 51.4574571043], [-2.6050521371, 51.4573123564], [-2.6054217444, 51.4572513007], [-2.6057201982, 51.4572352372], [-2.6060120554, 51.4570819495], [-2.6066652084, 51.4573939254], [-2.6068666007, 51.4576699782], [-2.6070927318, 51.4581560102], [-2.6070808781, 51.4583462718], [-2.6079068697, 51.4583988537], [-2.6079198651, 51.4585904161], [-2.6081775768, 51.458914064]]]}";51.4603905737,-2.60479784317
E01014564;Bristol 055A;Chelsea Park;E05010896;Easton;27.355;9374;28.5;17.5;8438;25.7;10.2;12275;37.4;20.217;13648;41.6;0.324;11284;34.4;0.991;3598;11.0;27.313;8976;27.3;27.194;10423;31.7;20.6;9681;29.5;24.5;7220;22.0;0.364;10576;32.2;0.292;16913;51.5;-0.419;22824;69.5;3.182;3999;12.2;0.54;8666;26.4;0.181;12401;37.8;1981;482;1263;236;1237;"{""type"": ""Polygon"", ""coordinates"": [[[-2.5639472103, 51.4589012157], [-2.5638504494, 51.4591433671], [-2.5637261652, 51.4595406844], [-2.5636145017, 51.4600641202], [-2.5635566076, 51.4604295484], [-2.5635379712, 51.4606214293], [-2.5635252792, 51.4608062861], [-2.5635269064, 51.4610890468], [-2.5635238451, 51.4612997082], [-2.563511948, 51.4616250283], [-2.563519831, 51.4619096651], [-2.5635373338, 51.4621140414], [-2.5635686879, 51.4623117062], [-2.5636137544, 51.4624937137], [-2.563662093, 51.462688905], [-2.5636771764, 51.4628685839], [-2.5637150121, 51.4630524694], [-2.563818526, 51.4634250696], [-2.5638343897, 51.4634869995], [-2.5630553477, 51.4636218694], [-2.5627342672, 51.4636566983], [-2.5623192066, 51.4637129638], [-2.5620317458, 51.4637485017], [-2.5617442846, 51.463784048], [-2.5614540774, 51.4638199124], [-2.5611357705, 51.4638592644], [-2.5608347827, 51.4638964737], [-2.5605225688, 51.4639350576], [-2.5602135454, 51.4639732568], [-2.5602950849, 51.4642181673], [-2.5603923346, 51.464466941], [-2.5604522258, 51.4646554785], [-2.5605011241, 51.4648678874], [-2.5606503593, 51.4651026909], [-2.56071363, 51.4654152425], [-2.5604516361, 51.4655340879], [-2.5601343258, 51.4655571216], [-2.5598234056, 51.4655671311], [-2.5595289877, 51.4655763867], [-2.559229577, 51.4656141058], [-2.5589312534, 51.4656512884], [-2.55853313, 51.4656393572], [-2.5583072169, 51.4655045523], [-2.5581554264, 51.4652859608], [-2.5580749837, 51.4650853273], [-2.5580175078, 51.464907576], [-2.5579527433, 51.4647069848], [-2.5576096079, 51.4647083929], [-2.5572262407, 51.4647005771], [-2.5569142601, 51.4649008555], [-2.5565743882, 51.4649493432], [-2.5561949693, 51.46465559], [-2.5560912109, 51.4644829309], [-2.556103154, 51.4642765616], [-2.5561194318, 51.4640916528], [-2.5560690155, 51.4639018273], [-2.5560366941, 51.4637179313], [-2.5562146625, 51.463543144], [-2.5563379573, 51.4633576283], [-2.5566935801, 51.4633493579], [-2.5571306181, 51.4631294684], [-2.5573345765, 51.4628518986], [-2.5575748254, 51.4625947556], [-2.5575890702, 51.4628292252], [-2.5578977227, 51.4628059068], [-2.5582053107, 51.4627826736], [-2.5585206641, 51.462758845], [-2.5588578769, 51.4627333739], [-2.5591544766, 51.4627109638], [-2.559654427, 51.4626731956], [-2.5596163369, 51.4624118743], [-2.5596903323, 51.4621290493], [-2.5600116269, 51.4620935892], [-2.5603370786, 51.4621178577], [-2.5604910556, 51.4619487534], [-2.5608362827, 51.4619693562], [-2.5611060215, 51.4621561788], [-2.5613411258, 51.462016681], [-2.5613323358, 51.4617614241], [-2.5609805706, 51.4617662733], [-2.5607110881, 51.4617680124], [-2.5603777281, 51.4616197345], [-2.5601302739, 51.4615007803], [-2.5598633861, 51.4614239183], [-2.5596873999, 51.4615742085], [-2.5595885212, 51.4613902895], [-2.5594089553, 51.4610973546], [-2.5592917377, 51.4608955216], [-2.5591599818, 51.4606688421], [-2.5590398786, 51.4604662764], [-2.5588484544, 51.4601222707], [-2.559152775, 51.4602653865], [-2.5594505136, 51.4601644285], [-2.5591030454, 51.4597744565], [-2.5589265292, 51.4596243021], [-2.5586367651, 51.4597074264], [-2.5589179857, 51.4595765254], [-2.5592366879, 51.459428163], [-2.5595323866, 51.4593915225], [-2.5596220108, 51.4590112075], [-2.5594814437, 51.4588452009], [-2.5593535617, 51.4586288704], [-2.5596450207, 51.458556715], [-2.5598733705, 51.4584180256], [-2.5601962306, 51.4584478905], [-2.5605021942, 51.4584167374], [-2.5608777665, 51.4584633425], [-2.5611538375, 51.4585450138], [-2.5614796314, 51.4586413722], [-2.5621349771, 51.459085645], [-2.5624915613, 51.4589675556], [-2.5627936913, 51.4589065986], [-2.5633188274, 51.4588991034], [-2.5639472103, 51.4589012157]]]}";51.462090394,-2.56055679055
E01014565;Bristol 029A;Gilbert Road;E05010896;Easton;34.213;6176;18.8;16.4;9325;28.4;13.1;8355;25.4;31.415;8025;24.4;0.726;6622;20.2;1.064;3034;9.2;26.096;10089;30.7;42.806;3451;10.5;15.6;13492;41.1;24.7;7090;21.6;1.049;3380;10.3;0.278;18493;56.3;-0.519;24353;74.1;3.089;4190;12.8;1.073;3318;10.1;0.405;9434;28.7;1883;343;1197;343;1211;"{""type"": ""Polygon"", ""coordinates"": [[[-2.5614605106, 51.4578352927], [-2.5612343423, 51.4579634636], [-2.5611468236, 51.4581821364], [-2.5611538375, 51.4585450138], [-2.5608777665, 51.4584633425], [-2.5605021942, 51.4584167374], [-2.5601962306, 51.4584478905], [-2.5598733705, 51.4584180256], [-2.5596450207, 51.458556715], [-2.5593535617, 51.4586288704], [-2.5594814437, 51.4588452009], [-2.5596220108, 51.4590112075], [-2.5595323866, 51.4593915225], [-2.5592366879, 51.459428163], [-2.5589179857, 51.4595765254], [-2.5586367651, 51.4597074264], [-2.5589265292, 51.4596243021], [-2.5591030454, 51.4597744565], [-2.5594505136, 51.4601644285], [-2.559152775, 51.4602653865], [-2.5588484544, 51.4601222707], [-2.5590398786, 51.4604662764], [-2.5591599818, 51.4606688421], [-2.5592917377, 51.4608955216], [-2.5594089553, 51.4610973546], [-2.5595885212, 51.4613902895], [-2.5596873999, 51.4615742085], [-2.5598633861, 51.4614239183], [-2.5601302739, 51.4615007803], [-2.5603777281, 51.4616197345], [-2.5607110881, 51.4617680124], [-2.5609805706, 51.4617662733], [-2.5613323358, 51.4617614241], [-2.5613411258, 51.462016681], [-2.5611060215, 51.4621561788], [-2.5608362827, 51.4619693562], [-2.5604910556, 51.4619487534], [-2.5603370786, 51.4621178577], [-2.5600116269, 51.4620935892], [-2.5596903323, 51.4621290493], [-2.5596163369, 51.4624118743], [-2.559654427, 51.4626731956], [-2.5591544766, 51.4627109638], [-2.5588578769, 51.4627333739], [-2.5585206641, 51.462758845], [-2.5582053107, 51.4627826736], [-2.5578977227, 51.4628059068], [-2.5575890702, 51.4628292252], [-2.5575748254, 51.4625947556], [-2.5573345765, 51.4628518986], [-2.5571306181, 51.4631294684], [-2.5566935801, 51.4633493579], [-2.5563379573, 51.4633576283], [-2.555945264, 51.4633667659], [-2.5556008995, 51.4633704399], [-2.5556601574, 51.4631141048], [-2.5553268571, 51.4631160081], [-2.5550440191, 51.463081885], [-2.5547529839, 51.4630436098], [-2.5544653827, 51.4630024044], [-2.5541770397, 51.462965275], [-2.5538590315, 51.4628938113], [-2.5540420775, 51.4627527579], [-2.5541845257, 51.4625792836], [-2.5544685891, 51.4625248266], [-2.5547593413, 51.4625673568], [-2.5548616444, 51.4627406805], [-2.5550712932, 51.4628692749], [-2.5551427702, 51.4626695114], [-2.5550935585, 51.4624883386], [-2.5548444995, 51.4623846577], [-2.5546163882, 51.4622717057], [-2.5546131384, 51.461958624], [-2.5548798089, 51.4620595695], [-2.5551511148, 51.4619802105], [-2.5554358052, 51.462076151], [-2.555729568, 51.4620432069], [-2.5562379597, 51.4619435959], [-2.5566682785, 51.4619708385], [-2.5570025394, 51.4619433097], [-2.5572999967, 51.4619325713], [-2.5576633416, 51.4620367374], [-2.5580130443, 51.4617718164], [-2.5575622554, 51.4617526336], [-2.5571381284, 51.4615789273], [-2.5568588635, 51.4615219438], [-2.5565787208, 51.4614566466], [-2.5565144091, 51.4612805095], [-2.5563666672, 51.4610627326], [-2.5562455029, 51.4608642962], [-2.5560684146, 51.4604902579], [-2.555969655, 51.4602946103], [-2.55575513, 51.460141826], [-2.5557355387, 51.4599509909], [-2.5553372896, 51.4600561293], [-2.5550297812, 51.4601011324], [-2.554952639, 51.4599143821], [-2.5548791096, 51.4597299525], [-2.5554965584, 51.4595727853], [-2.5552160595, 51.4592766087], [-2.5554334123, 51.4591495253], [-2.55581808, 51.4590633064], [-2.5561562194, 51.4589930512], [-2.556439927, 51.4589338525], [-2.5569537267, 51.4588368741], [-2.557231889, 51.4587857923], [-2.5573690951, 51.4592247223], [-2.5579141971, 51.4591320866], [-2.5583135406, 51.4588500689], [-2.5586077675, 51.458823985], [-2.5584633362, 51.4585686548], [-2.5587358037, 51.4584864316], [-2.5590067777, 51.4584234029], [-2.5593625637, 51.4583504468], [-2.5596792823, 51.4582783955], [-2.5600944823, 51.458180858], [-2.5602197163, 51.4579845478], [-2.5604321313, 51.4578484421], [-2.5603371829, 51.4576242314], [-2.56058353, 51.4574302189], [-2.5612357669, 51.4575634374], [-2.5614605106, 51.4578352927]]]}";51.460847788,-2.55772450645
